Student_ID,Age,Gender,Study_Hours,Screen_Time_Hours,Social_Media_Hours,Sleep_Hours,Productivity_Score,Cognitive_Test_Score,Stress_Level,Device_Type
354,20,Male,3.98,5.48,3.59,8.39,100.0,91.0,Medium,Mobile
355,20,Female,4.15,7.11,3.52,7.17,94.0,88.0,High,Mobile
356,19,Female,5.32,2.19,1.22,8.03,100.0,100.0,Low,Mobile
357,20,Female,2.97,5.13,2.8,7.12,86.0,99.0,Medium,Mobile
358,20,Female,2.99,9.44,4.78,6.44,74.0,76.0,High,Laptop
359,21,Male,4.84,4.47,2.98,6.83,96.0,93.0,Medium,Laptop
360,19,Male,4.11,4.79,2.15,7.74,100.0,92.0,Medium,Mobile
361,21,Female,5.59,5.1,2.27,6.13,93.0,96.0,Medium,Laptop
362,23,Male,6.33,3.57,2.05,7.63,100.0,92.0,Low,Mobile
363,20,Female,5.73,1.58,0.94,8.33,100.0,100.0,Low,Mobile
364,21,Male,4.91,5.54,2.54,6.93,92.0,89.0,Medium,Laptop
365,22,Male,1.83,6.27,3.24,7.24,78.0,98.0,Medium,Mobile
366,20,Male,4.03,5.89,4.03,6.23,89.0,93.0,Medium,Mobile
367,21,Male,5.79,5.71,2.71,6.29,100.0,84.0,Medium,Laptop
368,21,Male,3.96,6.09,3.66,7.17,77.0,88.0,Medium,Mobile
369,21,Male,3.0,8.05,5.01,7.13,71.0,87.0,High,Mobile
370,19,Female,7.35,5.62,3.0,5.58,100.0,91.0,Medium,Laptop
371,21,Male,7.03,4.85,3.3,7.65,100.0,95.0,Medium,Laptop
372,21,Female,5.23,5.44,3.38,6.68,95.0,90.0,Medium,Laptop
373,23,Female,5.52,7.16,3.85,6.61,83.0,82.0,High,Mobile
374,22,Female,0.98,8.82,5.03,5.36,78.0,81.0,High,Mobile
375,24,Female,3.93,4.74,2.88,6.57,95.0,100.0,Medium,Mobile
376,19,Female,3.88,6.2,3.58,7.73,96.0,91.0,Medium,Mobile
377,22,Male,4.01,6.68,4.43,6.89,87.0,91.0,Medium,Mobile
378,21,Male,4.51,4.01,2.03,7.09,100.0,100.0,Medium,Laptop
379,24,Male,1.43,6.04,2.96,6.9,80.0,89.0,Medium,Mobile
380,19,Female,5.84,3.07,1.42,7.98,100.0,100.0,Low,Mobile
381,19,Female,6.21,2.46,1.01,8.06,100.0,100.0,Low,Mobile
382,20,Male,6.2,6.73,2.78,6.79,89.0,92.0,Medium,Tablet
383,18,Male,3.79,5.23,3.46,8.03,88.0,93.0,Medium,Laptop
384,20,Female,3.34,6.4,3.86,7.7,82.0,96.0,Medium,Tablet
385,19,Male,1.3,5.96,3.57,7.34,81.0,95.0,Medium,Mobile
386,21,Female,4.73,4.05,2.37,7.43,100.0,99.0,Medium,Mobile
387,21,Female,5.61,5.91,3.87,7.54,94.0,85.0,Medium,Mobile
388,23,Female,4.51,3.53,1.92,7.75,97.0,97.0,Low,Laptop
389,22,Female,6.24,8.78,5.8,7.29,,79.0,High,Mobile
390,20,Female,5.01,3.29,1.67,8.26,100.0,96.0,Low,Mobile
391,19,Male,4.79,5.61,3.8,6.26,90.0,76.0,Medium,Mobile
392,21,Female,3.49,3.92,2.39,6.55,94.0,96.0,Low,Mobile
393,19,Female,4.5,7.14,3.41,6.21,86.0,80.0,High,Mobile
394,23,Male,2.32,,3.04,7.91,98.0,91.0,Medium,Mobile
395,22,Male,5.64,4.96,2.78,5.95,99.0,88.0,Medium,Mobile
396,20,Male,4.86,7.71,3.4,6.97,75.0,79.0,High,Mobile
397,18,Male,6.11,6.06,3.5,7.28,94.0,93.0,Medium,Mobile
398,23,Female,2.97,7.03,3.48,7.72,82.0,91.0,High,Laptop
399,20,Female,5.28,4.04,1.68,7.54,100.0,97.0,Medium,Mobile
400,22,Male,6.02,3.19,2.18,6.49,100.0,99.0,Low,Laptop
401,18,Male,4.97,6.21,3.68,6.19,87.0,87.0,Medium,Mobile
402,20,Female,3.65,5.36,3.55,6.18,,85.0,Medium,Mobile
403,21,Male,1.25,7.25,4.37,6.32,73.0,88.0,High,Mobile
404,21,Male,4.96,5.84,2.96,6.89,83.0,92.0,Medium,Tablet
405,20,Female,4.19,6.41,3.55,5.99,82.0,87.0,Medium,Mobile
406,21,Female,4.79,2.75,1.66,8.83,92.0,100.0,Low,Mobile
407,19,Male,4.28,9.78,6.73,5.18,77.0,84.0,High,Mobile
408,20,Male,4.55,5.67,2.7,8.14,83.0,97.0,Medium,Mobile
409,21,Male,2.5,,4.9,7.67,82.0,85.0,High,Mobile
410,21,Female,2.68,4.33,2.93,8.05,89.0,92.0,Medium,Mobile
411,22,Female,2.96,6.62,3.98,6.32,79.0,92.0,Medium,Mobile
412,19,Male,8.15,3.39,2.3,7.8,100.0,100.0,Low,Mobile
413,18,Female,5.1,6.9,3.58,5.8,87.0,86.0,Medium,Laptop
414,22,Female,4.94,5.29,3.63,7.87,89.0,100.0,Medium,Mobile
415,21,Male,4.26,6.06,3.7,6.93,92.0,92.0,Medium,Mobile
416,19,Male,3.78,7.4,3.05,6.39,73.0,93.0,High,Laptop
417,23,Female,6.64,3.53,2.37,6.52,100.0,92.0,Low,Laptop
418,21,Male,4.32,4.63,2.52,5.29,85.0,95.0,Medium,Mobile
419,22,Male,4.92,6.91,3.72,5.99,82.0,80.0,Medium,Mobile
420,21,Female,2.82,10.2,5.81,7.05,68.0,74.0,Very High,Laptop
421,24,Female,6.91,5.72,2.54,6.73,100.0,94.0,Medium,Mobile
422,23,Female,5.04,7.18,3.88,6.63,89.0,91.0,High,Tablet
423,20,Female,6.06,5.79,3.76,7.57,96.0,94.0,Medium,Mobile
424,22,Female,2.63,9.88,4.0,7.67,69.0,81.0,High,Mobile
425,21,Male,6.82,2.51,1.21,8.76,100.0,100.0,Low,Tablet
426,23,Female,4.07,6.19,2.48,6.18,78.0,92.0,Medium,Tablet
427,19,Male,5.61,2.75,1.44,6.1,100.0,96.0,Low,Mobile
428,22,Male,7.97,0.99,0.61,9.0,100.0,100.0,Low,Laptop
429,22,Female,3.07,6.59,4.22,8.7,86.0,94.0,Medium,Mobile
430,18,Female,4.66,6.28,4.29,7.09,90.0,93.0,Medium,Laptop
431,19,Male,5.2,5.43,3.16,6.1,99.0,92.0,Medium,Laptop
432,18,Female,5.19,5.79,2.76,7.81,98.0,97.0,Medium,Mobile
433,20,Male,2.1,12.2,8.26,5.67,47.0,70.0,Very High,Mobile
434,22,Male,7.16,5.48,3.47,7.01,98.0,92.0,Medium,Mobile
435,23,Male,2.64,7.02,4.02,7.51,84.0,88.0,High,Mobile
436,21,Female,6.64,4.7,2.86,7.53,97.0,89.0,Medium,Mobile
437,23,Female,5.78,6.59,4.46,5.93,97.0,88.0,Medium,Laptop
438,18,Male,6.93,5.52,3.39,6.84,100.0,88.0,Medium,Mobile
439,18,Female,2.84,5.18,2.64,7.69,92.0,94.0,Medium,Mobile
440,20,Male,2.37,9.64,5.92,6.68,60.0,80.0,High,Laptop
441,21,Female,5.59,8.35,3.44,6.74,85.0,84.0,High,Mobile
442,20,Male,2.17,6.27,3.23,7.69,94.0,92.0,Medium,Mobile
443,18,Male,3.96,1.39,0.73,7.63,100.0,100.0,Low,Mobile
444,20,Female,4.13,5.28,2.38,7.29,93.0,98.0,Medium,Mobile
445,19,Male,3.11,11.41,4.64,3.22,73.0,73.0,Very High,Mobile
446,22,Male,6.55,5.54,2.44,6.73,99.0,89.0,Medium,Laptop
447,21,Female,3.61,8.21,4.9,7.17,75.0,81.0,High,Mobile
448,19,Female,2.91,8.88,5.69,6.11,71.0,78.0,High,Laptop
449,20,Male,4.74,6.44,4.49,6.54,79.0,88.0,Medium,Laptop
450,19,Male,5.57,4.32,2.18,6.5,100.0,92.0,Medium,Laptop
451,20,Male,6.49,1.13,0.66,8.78,100.0,100.0,Low,Mobile
452,22,Male,3.88,7.37,5.02,7.16,86.0,84.0,High,Mobile
453,19,Male,2.64,4.37,1.97,7.99,98.0,100.0,Medium,Laptop
454,21,Female,3.29,6.35,3.91,5.55,80.0,91.0,Medium,Mobile
455,20,Female,6.95,3.5,2.19,7.37,100.0,100.0,Low,Mobile
456,19,Male,4.88,5.47,2.33,6.88,91.0,92.0,Medium,Laptop
457,20,Male,4.09,6.07,4.0,6.76,86.0,91.0,Medium,Laptop
458,19,Male,5.68,6.54,4.21,6.4,94.0,96.0,Medium,Mobile
459,20,Male,3.81,3.77,1.55,7.17,100.0,91.0,Low,Laptop
460,19,Female,3.51,8.39,3.59,7.2,77.0,85.0,High,Mobile
461,23,Male,5.02,4.81,1.99,5.71,90.0,91.0,Medium,Mobile
462,21,Male,4.98,2.65,1.33,9.0,96.0,100.0,Low,Laptop
463,19,Female,4.69,5.78,3.2,7.43,87.0,100.0,Medium,Laptop
464,21,Male,4.25,6.07,3.4,6.95,88.0,93.0,Medium,Tablet
465,20,Female,2.72,6.32,3.04,7.66,82.0,93.0,Medium,Mobile
466,20,Male,3.9,8.72,5.87,5.29,77.0,81.0,High,Laptop
467,21,Female,3.05,5.53,2.82,6.56,,92.0,Medium,Mobile
468,22,Female,4.77,5.76,2.38,6.95,91.0,86.0,Medium,Mobile
469,20,Female,6.81,3.79,1.86,8.53,100.0,98.0,Low,Laptop
470,20,Female,3.67,7.64,4.27,6.63,81.0,82.0,High,Mobile
471,20,Male,2.98,6.37,3.33,7.29,75.0,90.0,Medium,Mobile
472,18,Male,4.6,5.16,2.49,6.7,89.0,99.0,Medium,Mobile
473,18,Female,4.64,,0.96,8.15,100.0,100.0,Low,Mobile
474,23,Female,4.35,8.89,5.74,7.76,78.0,90.0,High,Mobile
475,23,Male,5.06,3.54,2.47,8.29,100.0,100.0,Low,Mobile
476,20,Male,6.91,4.82,2.4,7.17,100.0,95.0,Medium,Mobile
477,21,Male,5.68,6.72,3.46,7.4,85.0,90.0,Medium,Mobile
478,21,Male,5.03,3.61,2.11,7.94,97.0,100.0,Low,Laptop
479,25,Male,6.26,3.01,1.85,8.0,94.0,94.0,Low,Laptop
480,22,Female,5.3,1.75,0.91,8.74,100.0,100.0,Low,Mobile
481,20,Male,4.11,7.44,5.0,7.6,82.0,84.0,High,Mobile
482,19,Male,4.39,4.91,2.79,7.12,90.0,95.0,Medium,Laptop
483,18,Female,3.66,11.85,6.34,6.34,65.0,72.0,Very High,Mobile
484,21,Female,6.82,4.01,2.38,7.09,100.0,92.0,Medium,Mobile
485,19,Female,6.01,4.16,2.85,6.63,95.0,90.0,Medium,Laptop
486,18,Female,5.95,4.87,3.11,7.01,93.0,95.0,Medium,Mobile
487,20,Male,5.46,6.49,2.67,6.84,92.0,86.0,Medium,Mobile
488,19,Female,5.44,5.06,2.53,5.86,95.0,90.0,Medium,Mobile
489,23,Female,2.77,7.22,3.91,7.44,73.0,88.0,High,Mobile
490,22,Male,7.13,4.04,2.0,5.18,100.0,92.0,Medium,Mobile
491,20,Female,7.49,3.24,1.98,9.0,100.0,100.0,Low,Laptop
492,23,Female,5.3,2.4,1.55,8.92,100.0,100.0,Low,Laptop
493,21,Male,5.39,1.55,0.96,7.68,100.0,100.0,Low,Mobile
494,19,Male,5.55,4.96,3.46,7.22,91.0,91.0,Medium,Tablet
495,23,Male,5.34,5.4,2.6,7.36,89.0,94.0,Medium,Laptop
496,21,Male,4.64,4.74,3.14,6.78,88.0,100.0,Medium,Mobile
497,19,Male,2.25,8.49,5.35,6.66,78.0,86.0,High,Mobile
498,20,Female,4.13,8.46,4.3,6.39,82.0,95.0,High,Mobile
499,19,Male,5.36,5.33,3.31,7.06,89.0,95.0,Medium,Laptop
500,18,Female,6.45,2.41,1.04,7.86,100.0,100.0,Low,Mobile
501,22,Female,5.26,4.87,3.1,6.18,100.0,93.0,Medium,Laptop
502,23,Female,4.53,4.8,2.69,7.27,92.0,87.0,Medium,Mobile
503,18,Female,6.09,4.69,2.29,7.39,100.0,93.0,Medium,Mobile
504,21,Male,5.0,4.6,2.74,7.38,88.0,94.0,Medium,Mobile
505,20,Male,4.34,4.69,2.78,7.09,93.0,100.0,Medium,Laptop
506,20,Female,4.51,5.23,2.42,8.06,92.0,97.0,Medium,Mobile
507,20,Female,2.79,4.73,1.94,6.97,91.0,97.0,Medium,Mobile
508,19,Female,4.16,6.42,3.4,7.1,79.0,93.0,Medium,Mobile
509,21,Male,5.11,6.72,3.84,7.89,87.0,94.0,Medium,Laptop
510,19,Female,5.45,4.18,2.77,7.3,100.0,100.0,Medium,Laptop
511,21,Male,5.56,8.54,5.79,6.66,86.0,88.0,High,Mobile
512,20,Female,4.77,4.04,2.26,7.31,99.0,94.0,Medium,Tablet
513,20,Female,6.06,2.76,1.73,8.64,100.0,100.0,Low,Mobile
514,19,Male,5.22,6.76,3.59,6.64,83.0,90.0,Medium,Mobile
515,20,Female,7.8,4.37,2.73,8.35,100.0,99.0,Medium,Mobile
516,22,Male,4.48,6.64,3.06,6.79,88.0,84.0,Medium,Mobile
517,21,Male,4.69,1.19,0.61,7.27,100.0,100.0,Low,Mobile
518,19,Male,4.68,8.78,5.18,6.99,77.0,80.0,High,Laptop
519,21,Female,6.34,7.34,2.98,6.49,93.0,89.0,High,Laptop
520,22,Female,5.01,3.0,1.85,8.1,100.0,100.0,Low,Laptop
521,18,Female,6.4,3.04,1.98,5.41,100.0,95.0,Low,Laptop
522,21,Male,4.97,9.34,4.85,6.34,78.0,72.0,High,Laptop
523,20,Female,6.16,4.53,2.42,6.93,97.0,90.0,Medium,Mobile
524,21,Female,5.15,4.33,2.84,6.48,96.0,93.0,Medium,Laptop
525,19,Male,5.02,1.47,0.93,7.46,100.0,100.0,Low,Mobile
526,18,Female,4.61,5.3,2.58,6.68,87.0,87.0,Medium,Tablet
527,18,Male,5.19,5.54,2.75,7.05,93.0,89.0,Medium,Mobile
528,21,Female,5.16,7.43,4.49,5.62,82.0,93.0,High,Mobile
529,21,Male,5.74,3.2,1.82,7.81,97.0,100.0,Low,Laptop
530,19,Male,4.96,2.96,1.33,8.7,97.0,100.0,Low,Laptop
531,21,Male,4.9,6.9,3.4,7.04,81.0,96.0,Medium,Mobile
532,18,Female,4.93,8.01,5.37,7.25,82.0,89.0,High,Mobile
533,20,Male,5.9,2.86,1.73,8.5,100.0,100.0,Low,Mobile
534,19,Male,2.85,8.16,5.68,7.56,75.0,87.0,High,Tablet
535,20,Female,4.26,6.08,3.83,8.48,95.0,95.0,Medium,Mobile
536,21,Female,4.98,8.18,5.58,6.16,81.0,84.0,High,Mobile
537,19,Male,2.88,5.86,2.72,6.45,84.0,87.0,Medium,Mobile
538,20,Male,3.5,0.96,0.61,8.63,100.0,100.0,Low,Mobile
539,22,Male,6.4,5.7,2.31,7.63,,95.0,Medium,Mobile
540,20,Male,4.48,8.12,4.88,7.2,85.0,90.0,High,Laptop
541,22,Female,5.77,4.21,2.28,8.87,97.0,96.0,Medium,Laptop
542,19,Female,3.44,5.22,2.63,7.17,96.0,96.0,Medium,Mobile
543,21,Female,5.49,5.65,3.72,7.41,87.0,97.0,Medium,Laptop
544,23,Male,6.48,0.5,0.33,7.32,100.0,100.0,Low,Mobile
545,18,Female,1.6,9.34,3.8,8.04,66.0,86.0,High,Mobile
546,19,Female,6.75,4.2,2.45,7.09,100.0,99.0,Medium,Mobile
547,21,Female,4.39,7.01,3.58,6.55,82.0,86.0,High,Mobile
548,20,Female,4.08,5.83,3.06,6.76,96.0,92.0,Medium,Laptop
549,21,Female,3.29,8.52,5.53,5.98,72.0,72.0,High,Mobile
550,20,Female,1.84,6.81,3.36,6.25,77.0,87.0,Medium,Laptop
551,21,Male,5.35,5.53,3.78,6.68,97.0,89.0,Medium,Laptop
552,20,Female,5.35,4.21,1.91,6.27,100.0,100.0,Medium,Laptop
553,22,Female,3.79,7.6,4.55,6.05,83.0,88.0,High,Tablet
554,21,Female,7.16,2.25,1.35,9.0,100.0,100.0,Low,Tablet
555,21,Male,2.45,7.29,3.47,7.33,70.0,92.0,High,Mobile
556,20,Female,4.44,3.8,1.89,8.18,91.0,98.0,Low,Mobile
557,20,Female,2.73,8.5,5.53,7.44,72.0,80.0,High,Mobile
558,20,Male,4.07,6.32,3.97,8.4,88.0,91.0,Medium,Laptop
559,21,Male,4.19,7.29,3.64,5.32,84.0,85.0,High,Mobile
560,20,Female,4.97,6.16,3.45,5.98,86.0,91.0,Medium,Tablet
561,21,Female,5.13,2.5,1.05,7.06,97.0,97.0,Low,Mobile
562,24,Female,3.96,4.28,1.98,6.97,98.0,88.0,Medium,Mobile
563,22,Male,6.12,7.34,4.01,6.49,95.0,85.0,High,Mobile
564,20,Female,7.29,6.33,2.7,6.58,89.0,85.0,Medium,Laptop
565,22,Male,3.96,8.36,5.46,6.7,87.0,82.0,High,Mobile
566,20,Male,3.35,6.81,4.19,6.87,88.0,85.0,Medium,Mobile
567,18,Male,6.85,4.07,2.78,6.81,100.0,100.0,Medium,Mobile
568,19,Male,3.24,4.41,2.68,5.58,100.0,95.0,Medium,Mobile
569,18,Male,4.04,6.21,4.24,6.16,82.0,87.0,Medium,Mobile
570,20,Male,5.05,1.37,0.78,7.49,100.0,100.0,Low,Mobile
571,21,Male,2.1,9.35,5.42,6.13,72.0,82.0,High,Mobile
572,23,Male,3.9,6.88,4.77,5.92,78.0,94.0,Medium,Mobile
573,21,Male,2.73,8.45,5.01,6.12,67.0,84.0,High,Tablet
574,20,Male,5.46,2.84,1.16,6.73,100.0,96.0,Low,Tablet
575,22,Male,3.79,8.49,5.24,6.4,80.0,89.0,High,Mobile
576,18,Female,2.42,10.46,7.03,5.25,54.0,79.0,Very High,Mobile
577,21,Male,4.85,3.36,2.15,6.85,98.0,98.0,Low,Mobile
578,22,Male,3.76,7.54,4.34,5.65,80.0,84.0,High,Tablet
579,18,Male,5.47,6.0,3.61,6.88,86.0,88.0,Medium,Mobile
580,22,Male,5.25,2.91,2.03,6.92,100.0,100.0,Low,Mobile
581,21,Female,5.19,6.99,2.99,7.53,90.0,90.0,Medium,Mobile
582,20,Female,4.7,7.67,4.6,6.99,83.0,81.0,High,Mobile
583,21,Female,5.55,4.8,2.33,7.18,92.0,100.0,Medium,Mobile
584,24,Female,5.47,8.33,4.93,5.9,93.0,76.0,High,Laptop
585,21,Female,4.16,2.67,1.55,7.97,100.0,100.0,Low,Mobile
586,21,Male,4.83,3.01,1.34,8.15,96.0,99.0,Low,Mobile
587,20,Male,6.53,6.27,2.9,7.06,97.0,92.0,Medium,Mobile
588,19,Male,4.18,6.05,3.55,8.27,81.0,98.0,Medium,Laptop
589,22,Male,1.55,4.57,2.0,7.65,79.0,99.0,Medium,Mobile
590,19,Female,3.77,7.62,3.65,7.41,81.0,85.0,High,Mobile
591,21,Female,4.34,7.06,4.59,6.89,88.0,88.0,High,Laptop
592,20,Male,0.84,7.72,3.85,7.2,,82.0,High,Tablet
593,21,Female,6.18,5.75,3.14,6.41,82.0,85.0,Medium,Mobile
594,21,Female,3.28,7.21,4.92,6.39,72.0,91.0,High,Mobile
595,22,Male,5.16,5.11,2.39,7.46,94.0,100.0,Medium,Mobile
596,20,Male,3.0,10.11,5.23,6.45,72.0,83.0,Very High,Laptop
597,20,Male,3.44,4.37,2.54,7.73,92.0,100.0,Medium,Mobile
598,19,Male,1.95,10.21,6.4,7.04,64.0,74.0,Very High,Mobile
599,20,Male,3.36,6.07,4.07,5.85,92.0,86.0,Medium,Mobile
600,21,Male,6.63,3.25,2.19,6.77,100.0,100.0,Low,Mobile
601,22,Male,3.5,8.74,5.53,6.64,69.0,82.0,High,Mobile
602,19,Male,3.8,6.25,2.93,6.37,95.0,83.0,Medium,Tablet
603,22,Female,2.87,7.7,3.14,9.0,74.0,82.0,High,Mobile
604,23,Female,5.2,8.45,4.35,6.92,75.0,82.0,High,Tablet
605,21,Female,6.05,6.68,2.96,6.8,94.0,99.0,Medium,Mobile
606,23,Male,6.28,4.82,2.96,6.82,91.0,93.0,Medium,Tablet
607,19,Male,4.51,7.95,4.76,6.23,85.0,80.0,High,Laptop
608,19,Female,4.85,6.0,2.48,7.02,88.0,90.0,Medium,Mobile
609,18,Male,2.63,7.37,4.8,6.82,80.0,84.0,High,Mobile
610,23,Male,5.5,1.69,0.8,7.5,100.0,100.0,Low,Mobile
611,21,Female,3.41,6.89,3.65,6.6,86.0,92.0,Medium,Mobile
612,20,Female,2.69,4.72,2.83,8.33,86.0,100.0,Medium,Mobile
613,21,Male,4.78,9.31,4.92,7.45,73.0,83.0,High,Mobile
614,19,Male,3.29,7.25,3.86,6.95,81.0,83.0,High,Laptop
615,24,Male,5.79,6.48,2.72,5.83,98.0,90.0,Medium,Laptop
616,21,Male,5.27,6.97,3.63,7.24,86.0,87.0,Medium,Mobile
617,21,Male,5.77,4.0,2.52,8.64,99.0,99.0,Medium,Tablet
618,22,Male,4.26,9.25,6.24,7.45,77.0,76.0,High,Tablet
619,21,Male,2.57,9.98,5.23,6.79,58.0,79.0,High,Mobile
620,21,Female,6.49,6.79,3.58,7.98,100.0,98.0,Medium,Mobile
621,19,Female,3.6,9.18,5.61,6.41,85.0,78.0,High,Mobile
622,21,Female,5.2,4.86,3.32,7.73,100.0,87.0,Medium,Mobile
623,23,Male,4.2,4.41,2.12,6.77,91.0,92.0,Medium,Mobile
624,23,Male,3.36,6.08,3.23,7.22,91.0,94.0,Medium,Mobile
625,23,Male,4.81,6.87,4.39,7.89,92.0,94.0,Medium,Laptop
626,20,Male,5.0,5.21,3.04,6.69,89.0,97.0,Medium,Laptop
627,19,Male,3.23,7.08,3.07,6.09,79.0,78.0,High,Mobile
628,20,Female,2.59,6.61,3.89,6.96,79.0,90.0,Medium,Laptop
629,21,Female,3.58,4.0,1.82,7.22,91.0,100.0,Medium,Laptop
630,22,Female,5.62,7.04,3.89,7.31,91.0,89.0,High,Mobile
631,18,Male,3.25,7.73,4.32,6.29,81.0,86.0,High,Laptop
632,23,Female,3.99,6.34,4.2,8.31,83.0,86.0,Medium,Mobile
633,20,Male,5.55,8.31,4.48,5.51,90.0,85.0,High,Mobile
634,20,Male,3.88,3.57,1.73,8.49,100.0,97.0,Low,Mobile
635,19,Male,3.35,6.94,3.26,6.2,84.0,86.0,Medium,Mobile
636,18,Female,4.28,3.66,2.42,6.03,94.0,91.0,Low,Mobile
637,22,Female,7.11,3.77,1.7,7.64,100.0,93.0,Low,Mobile
638,21,Male,7.27,4.74,2.5,7.05,99.0,95.0,Medium,Laptop
639,19,Female,5.97,4.12,1.88,6.49,100.0,97.0,Medium,Laptop
640,19,Female,5.77,4.9,3.1,5.87,96.0,92.0,Medium,Mobile
641,20,Male,3.93,5.57,3.02,7.08,86.0,93.0,Medium,Mobile
642,23,Male,6.34,7.67,3.88,7.45,95.0,94.0,High,Laptop
643,20,Male,5.01,5.36,2.72,7.6,89.0,88.0,Medium,Mobile
644,18,Female,6.47,2.83,1.86,7.68,100.0,100.0,Low,Mobile
645,20,Male,3.69,,4.69,6.93,63.0,89.0,High,Mobile
646,20,Female,4.68,4.33,2.66,7.31,100.0,100.0,Medium,Laptop
647,18,Male,6.53,5.88,3.93,5.88,89.0,98.0,Medium,Laptop
648,20,Female,4.88,6.89,4.62,5.69,89.0,83.0,Medium,Laptop
649,20,Male,6.12,6.4,3.19,6.76,100.0,92.0,Medium,Mobile
650,22,Female,4.15,8.19,5.62,6.43,82.0,85.0,High,Laptop
651,23,Female,3.19,6.96,2.84,7.49,80.0,87.0,Medium,Mobile
652,22,Female,4.32,4.28,2.2,7.95,91.0,100.0,Medium,Mobile
653,20,Female,3.32,10.36,6.93,6.61,60.0,75.0,Very High,Mobile
654,19,Male,3.63,6.39,3.08,6.7,78.0,89.0,Medium,Laptop
655,24,Female,3.26,5.71,2.75,5.95,92.0,90.0,Medium,Mobile
656,21,Male,5.36,7.93,3.89,6.94,79.0,91.0,High,Mobile
657,21,Male,3.7,6.5,3.79,7.32,83.0,93.0,Medium,Laptop
658,20,Female,4.43,6.8,3.61,4.93,89.0,82.0,Medium,Laptop
659,21,Male,3.36,10.98,6.79,5.34,67.0,75.0,Very High,Laptop
660,20,Male,3.96,5.45,3.64,6.56,94.0,87.0,Medium,Mobile
661,20,Female,6.43,5.36,3.23,7.22,98.0,84.0,Medium,Laptop
662,20,Male,3.09,6.23,2.87,6.31,88.0,86.0,Medium,Laptop
663,20,Female,4.17,8.14,5.53,6.54,85.0,78.0,High,Mobile
664,20,Male,5.7,2.99,1.43,7.43,100.0,98.0,Low,Mobile
665,19,Male,5.61,2.07,0.92,7.66,100.0,100.0,Low,Mobile
666,21,Male,3.29,4.83,2.06,6.66,91.0,93.0,Medium,Mobile
667,20,Female,6.53,2.73,1.55,7.14,100.0,93.0,Low,Mobile
668,23,Female,5.65,5.15,2.24,6.31,98.0,94.0,Medium,Mobile
669,18,Female,3.39,7.0,3.09,7.1,84.0,92.0,High,Mobile
670,22,Female,5.88,4.22,2.07,7.81,97.0,100.0,Medium,Mobile
671,22,Male,5.8,3.15,1.53,6.95,100.0,100.0,Low,Laptop
672,18,Male,2.92,6.14,3.57,8.19,84.0,97.0,Medium,Mobile
673,20,Female,2.96,7.73,4.99,6.4,91.0,78.0,High,Mobile
674,20,Male,6.88,2.61,1.64,8.9,100.0,100.0,Low,Laptop
675,18,Male,4.38,7.64,3.66,6.16,92.0,81.0,High,Mobile
676,19,Male,3.33,7.63,3.61,5.05,86.0,83.0,High,Mobile
677,19,Female,2.9,7.91,5.46,6.94,,90.0,High,Mobile
678,23,Female,3.15,8.44,3.4,6.71,81.0,88.0,High,Laptop
679,22,Male,2.65,10.4,6.9,6.15,69.0,80.0,Very High,Tablet
680,22,Male,3.7,5.29,2.43,6.63,92.0,91.0,Medium,Laptop
681,22,Female,2.34,6.22,4.26,6.93,79.0,88.0,Medium,Laptop
682,19,Female,6.12,5.17,2.6,6.76,97.0,91.0,Medium,Mobile
683,20,Male,5.66,6.0,3.19,6.76,100.0,96.0,Medium,Laptop
684,21,Female,2.05,9.07,5.55,7.06,69.0,82.0,High,Tablet
685,19,Male,5.47,3.31,1.91,7.69,100.0,100.0,Low,Mobile
686,22,Male,3.93,4.28,2.12,7.83,96.0,96.0,Medium,Laptop
687,20,Female,3.36,8.75,4.95,6.26,75.0,79.0,High,Mobile
688,20,Female,3.47,8.04,4.98,6.32,77.0,88.0,High,Mobile
689,22,Male,4.21,5.27,2.17,6.22,88.0,88.0,Medium,Laptop
690,21,Female,6.39,7.71,3.11,6.36,96.0,75.0,High,Mobile
691,20,Female,3.77,6.68,3.59,4.21,86.0,80.0,Medium,Mobile
692,22,Female,2.63,9.0,3.96,5.93,64.0,81.0,High,Laptop
693,19,Female,3.54,6.15,3.69,6.9,79.0,92.0,Medium,Laptop
694,21,Female,5.14,8.05,3.74,7.04,79.0,86.0,High,Laptop
695,21,Male,0.93,11.28,5.98,5.73,55.0,76.0,Very High,Mobile
696,20,Male,3.22,7.2,3.31,7.04,73.0,86.0,High,Mobile
697,21,Male,6.21,6.1,3.44,5.24,85.0,92.0,Medium,Tablet
698,19,Male,4.36,7.44,3.24,6.67,84.0,94.0,High,Mobile
699,22,Female,4.95,5.27,2.14,5.8,99.0,90.0,Medium,Tablet
700,20,Male,5.62,10.78,4.48,5.08,75.0,73.0,Very High,Laptop
701,20,Male,4.69,6.36,4.36,6.78,73.0,92.0,Medium,Laptop
702,22,Male,3.82,5.45,2.41,8.13,98.0,100.0,Medium,Mobile
703,19,Male,4.66,4.33,2.65,7.63,99.0,96.0,Medium,Mobile
704,18,Male,2.48,8.19,3.44,6.58,82.0,88.0,High,Laptop
705,18,Female,5.49,7.73,3.34,6.64,85.0,86.0,High,Mobile
706,21,Male,5.49,5.01,2.77,6.63,100.0,86.0,Medium,Laptop
707,19,Female,5.5,7.15,3.86,6.33,88.0,84.0,High,Laptop
